product_id,author,text,rating,sentiment,marketplace,created_at
9,Tina73,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-01-15
9,Rosa26,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-06
9,Priya25,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Shopee,2026-03-30
9,Hannah30,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-03-20
9,Nina21,This is a game-changer. Will definitely repurchase.,5,positive,Shopee,2026-01-23
9,David92,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-03-13
9,Julia75,The formula feels too heavy for daily use.,2,negative,Shopee,2026-03-03
10,Priya79,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-03-29
10,Uma97,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-02-07
10,Nina22,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-03-06
10,Julia13,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-02-19
10,Julia55,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-03-05
10,Quinn62,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-04-06
10,Fiona32,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-03-28
10,Tina97,Did not work as advertised for my skin type.,2,negative,Facebook Marketplace,2026-03-13
11,Priya47,Five stars without hesitation. My go-to now.,5,positive,Shopee,2026-02-21
11,Oscar19,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-02-06
11,Xiao96,Packaging broke on arrival. Product itself is average.,2,negative,Shopee,2026-03-21
11,Zoe60,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-02-11
12,Zoe32,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-04-03
12,Emma11,The formula feels too heavy for daily use.,2,negative,Taobao,2026-02-08
12,Alice32,Works as described. Would buy again.,4,positive,Taobao,2026-01-15
12,Nina77,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-01-17
13,Rosa13,"Decent, but I've used better products at this price point.",3,neutral,Temu,2026-04-03
13,Ivan13,Average product. Works fine but nothing special.,3,neutral,Temu,2026-02-12
13,Julia53,Neutral experience. Might try a different brand next time.,3,neutral,Temu,2026-01-09
13,Emma82,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-03-01
13,Xiao91,Absolutely love this product! My skin has never felt better.,5,positive,Temu,2026-01-20
13,George58,It did what it promised but I expected more.,3,neutral,Temu,2026-03-08
13,Lena49,Works as described. Would buy again.,4,positive,Temu,2026-03-22
14,Clara75,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-03-17
14,Yuki54,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-04-01
14,Hannah23,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-02-10
14,Tina29,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-01-18
14,Yuki90,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-03-09
15,Uma52,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-04-04
15,Xiao97,"Decent, but I've used better products at this price point.",3,neutral,JD,2026-01-20
15,Nina75,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-01-11
15,Fiona37,Works as described. Would buy again.,4,positive,JD,2026-03-12
15,Emma29,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-02-15
16,Tina68,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Taobao,2026-01-23
16,Priya86,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-01-11
16,Sam40,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-02-15
16,Tina55,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Taobao,2026-03-23
16,Victor95,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-03-17
16,Clara77,Broke out badly after using this. Not for sensitive skin.,1,negative,Taobao,2026-02-27
17,Quinn44,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Shopee,2026-03-04
17,Tina33,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-02-15
17,Clara51,Five stars without hesitation. My go-to now.,5,positive,Shopee,2026-02-15
18,Clara67,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-03-06
18,Zoe97,Allergic reaction after two uses. Returned immediately.,1,negative,JD,2026-04-04
19,Julia88,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-01-20
19,Fiona85,Good value for money. Delivery was fast too.,4,positive,JD,2026-01-28
19,Tina87,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-03-22
20,Tina97,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-01-24
20,David60,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-02-21
20,Lena28,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-03-27
20,Quinn15,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-01-13
20,Kevin70,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-03-08
21,Hannah48,Works as described. Would buy again.,4,positive,Temu,2026-02-04
21,Priya50,It did what it promised but I expected more.,3,neutral,Temu,2026-02-22
21,Zoe45,Works as described. Would buy again.,4,positive,Temu,2026-01-24
21,Rosa58,Nice texture and smell. Skin feels hydrated all day.,4,positive,Temu,2026-02-22
21,Zoe28,Allergic reaction after two uses. Returned immediately.,1,negative,Temu,2026-01-14
22,Fiona88,It did what it promised but I expected more.,3,neutral,Taobao,2026-03-04
22,Clara61,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-02-01
22,Priya51,Complete waste of money. No visible effect whatsoever.,1,negative,Taobao,2026-01-09
22,Hannah67,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-02-20
22,Xiao83,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-02-11
22,Wendy40,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Taobao,2026-04-04
22,Julia30,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-04-06
22,Wendy49,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-03-31
23,Marcus66,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-03-19
23,Yuki17,This is a game-changer. Will definitely repurchase.,5,positive,Taobao,2026-03-14
23,Hannah83,Allergic reaction after two uses. Returned immediately.,1,negative,Taobao,2026-03-23
23,Victor51,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Taobao,2026-02-16
24,Nina47,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Taobao,2026-02-03
24,Marcus82,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Taobao,2026-03-13
24,Victor53,Works as described. Would buy again.,4,positive,Taobao,2026-03-12
24,Uma72,Terrible experience. Product arrived damaged and smelled off.,1,negative,Taobao,2026-01-30
24,Lena31,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-03-19
24,Rosa92,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-03-17
24,Clara95,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-01-09
25,Sam40,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-02-27
26,Ivan48,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-13
26,Fiona65,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-03
26,Zoe19,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-02-10
26,Xiao90,Packaging broke on arrival. Product itself is average.,2,negative,Shopee,2026-03-26
27,David43,This is a game-changer. Will definitely repurchase.,5,positive,Facebook Marketplace,2026-03-15
27,Rosa84,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-02-06
27,Marcus69,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-04-07
27,Lena13,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-01-22
27,Clara24,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-01-27
27,Kevin68,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-03-16
28,Wendy48,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-03-25
28,Emma50,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-02-08
29,Quinn96,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-01-26
29,Zoe62,Broke out badly after using this. Not for sensitive skin.,1,negative,Taobao,2026-02-13
29,Emma99,Did not work as advertised for my skin type.,2,negative,Taobao,2026-02-09
29,Kevin41,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-02-28
29,Sam90,Works as described. Would buy again.,4,positive,Taobao,2026-03-30
30,Hannah59,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-01-22
30,Lena48,This is a game-changer. Will definitely repurchase.,5,positive,Taobao,2026-02-26
31,Wendy74,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-03-04
31,Clara91,"Decent, but I've used better products at this price point.",3,neutral,JD,2026-03-18
31,Ivan20,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-01-19
31,George29,Good value for money. Delivery was fast too.,4,positive,JD,2026-02-19
31,Uma93,Really good product overall. Minor packaging issues but the formula is great.,4,positive,JD,2026-02-17
31,Xiao40,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-02-09
31,Nina24,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-03-28
32,Lena91,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-01-10
32,Alice94,Terrible experience. Product arrived damaged and smelled off.,1,negative,Taobao,2026-02-17
32,Quinn40,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-03-12
33,Alice58,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-01-31
33,Fiona45,Works as described. Would buy again.,4,positive,Shopee,2026-03-07
33,Ben88,Would not recommend to someone with sensitive skin.,2,negative,Shopee,2026-03-28
33,Julia73,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-03-20
33,Clara45,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-01-26
33,Uma77,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-03-30
33,Rosa12,Terrible experience. Product arrived damaged and smelled off.,1,negative,Shopee,2026-02-23
33,Zoe72,Works as described. Would buy again.,4,positive,Shopee,2026-03-22
34,Sam23,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-01-27
34,Clara40,Works as described. Would buy again.,4,positive,JD,2026-02-18
34,Clara95,Five stars without hesitation. My go-to now.,5,positive,JD,2026-02-20
34,Ivan36,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-04-07
34,Ivan23,Five stars without hesitation. My go-to now.,5,positive,JD,2026-01-09
34,Oscar63,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-03-02
34,Marcus54,Good value for money. Delivery was fast too.,4,positive,JD,2026-02-26
35,Julia60,It did what it promised but I expected more.,3,neutral,Taobao,2026-03-12
35,Ivan21,Would not recommend to someone with sensitive skin.,2,negative,Taobao,2026-02-27
35,Marcus57,This is a game-changer. Will definitely repurchase.,5,positive,Taobao,2026-03-07
35,Oscar69,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-02-06
35,Sam17,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-04-08
35,Clara95,Neutral experience. Might try a different brand next time.,3,neutral,Taobao,2026-03-19
36,Hannah27,Neutral experience. Might try a different brand next time.,3,neutral,Taobao,2026-03-06
36,Kevin44,It did what it promised but I expected more.,3,neutral,Taobao,2026-03-27
36,George66,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-03-02
36,Yuki76,Neutral experience. Might try a different brand next time.,3,neutral,Taobao,2026-01-16
36,Fiona18,Works as described. Would buy again.,4,positive,Taobao,2026-03-14
36,Yuki77,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-01-12
36,George17,This is a game-changer. Will definitely repurchase.,5,positive,Taobao,2026-01-13
36,Lena35,Works as described. Would buy again.,4,positive,Taobao,2026-02-25
37,Kevin93,Disappointed with this. Caused slight irritation after a week of use.,2,negative,JD,2026-02-06
37,Xiao49,Nice texture and smell. Skin feels hydrated all day.,4,positive,JD,2026-02-20
37,Sam47,Nice texture and smell. Skin feels hydrated all day.,4,positive,JD,2026-01-24
37,Uma84,Good value for money. Delivery was fast too.,4,positive,JD,2026-03-29
38,Oscar76,Would not recommend to someone with sensitive skin.,2,negative,Facebook Marketplace,2026-03-17
38,Victor27,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-03-12
38,George31,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-01-11
39,Nina47,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-01-14
39,George98,Nice texture and smell. Skin feels hydrated all day.,4,positive,JD,2026-02-20
40,Victor92,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-01-28
40,Rosa88,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-01-10
40,Fiona74,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-13
40,Clara72,The formula feels too heavy for daily use.,2,negative,Facebook Marketplace,2026-02-08
40,Ivan16,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-02-06
40,Marcus61,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-01-19
41,Wendy41,Allergic reaction after two uses. Returned immediately.,1,negative,Temu,2026-02-28
41,Julia67,Complete waste of money. No visible effect whatsoever.,1,negative,Temu,2026-01-26
41,Wendy75,Works as described. Would buy again.,4,positive,Temu,2026-04-08
41,Kevin80,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Temu,2026-02-03
41,Wendy47,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-02-22
41,Emma93,Did not work as advertised for my skin type.,2,negative,Temu,2026-03-14
42,Uma88,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-03-12
43,Rosa10,"Decent, but I've used better products at this price point.",3,neutral,Temu,2026-01-17
43,Sam15,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Temu,2026-02-23
43,David47,The formula feels too heavy for daily use.,2,negative,Temu,2026-03-27
43,Yuki66,Exceeded my expectations — the quality is outstanding.,5,positive,Temu,2026-02-28
43,Alice70,Average product. Works fine but nothing special.,3,neutral,Temu,2026-03-18
43,Xiao60,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-02-15
44,Julia72,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-01-22
44,Tina20,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-01-26
44,George43,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-01-18
44,Quinn90,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-03-24
44,Yuki85,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-01-13
44,Rosa79,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-04-02
45,Clara75,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-02-13
45,Fiona30,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-03-27
45,David94,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-03-03
45,Xiao24,It did what it promised but I expected more.,3,neutral,Taobao,2026-04-05
46,Ivan71,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Temu,2026-01-19
46,Rosa62,Best purchase I've made this year. Highly recommend!,5,positive,Temu,2026-02-02
46,Xiao10,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-03-16
47,George68,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-23
47,Fiona62,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-01-22
47,Quinn47,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-01-23
47,Ivan78,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-02-10
48,Kevin98,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-01-10
48,Marcus84,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-02-19
48,Ivan33,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-02-11
48,Priya88,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-02-24
48,Nina36,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-04-08
48,Lena61,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-03-07
48,Emma83,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-02-07
48,Xiao44,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-03-21
49,Fiona13,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-04-03
49,Kevin70,Nice texture and smell. Skin feels hydrated all day.,4,positive,Temu,2026-03-19
49,Rosa66,Did not work as advertised for my skin type.,2,negative,Temu,2026-04-08
49,Sam86,Nice texture and smell. Skin feels hydrated all day.,4,positive,Temu,2026-03-30
50,George42,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-01-10
50,Yuki41,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-03-06
50,Ben35,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-01-21
50,George70,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-04-06
50,Kevin30,Broke out badly after using this. Not for sensitive skin.,1,negative,Shopee,2026-03-20
50,Ivan71,Works as described. Would buy again.,4,positive,Shopee,2026-02-03
50,Ben95,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-01-23
51,Victor78,It did what it promised but I expected more.,3,neutral,Shopee,2026-02-02
51,Priya80,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-03-28
51,Nina92,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-01-23
51,Victor18,Absolutely love this product! My skin has never felt better.,5,positive,Shopee,2026-01-25
51,Ben35,Absolutely love this product! My skin has never felt better.,5,positive,Shopee,2026-03-12
52,Oscar55,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-01-26
52,Sam41,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-02-10
52,Clara83,It did what it promised but I expected more.,3,neutral,Temu,2026-03-22
52,Xiao19,The formula feels too heavy for daily use.,2,negative,Temu,2026-03-11
53,Yuki49,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-02-22
53,Zoe66,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-01-27
53,Hannah35,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-01-28
53,Clara24,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-02-09
53,Emma46,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-02-21
53,David49,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-10
53,George78,This is a game-changer. Will definitely repurchase.,5,positive,Facebook Marketplace,2026-02-04
54,Tina90,Complete waste of money. No visible effect whatsoever.,1,negative,JD,2026-03-03
54,Emma64,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-03-27
54,Rosa26,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-04-02
54,Rosa97,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-01-26
54,Wendy77,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-03-05
54,Yuki28,Complete waste of money. No visible effect whatsoever.,1,negative,JD,2026-02-18
54,Rosa25,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-02-18
55,Nina47,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-01-15
55,Emma69,It did what it promised but I expected more.,3,neutral,Taobao,2026-01-20
55,David33,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-04-08
55,Marcus62,Works as described. Would buy again.,4,positive,Taobao,2026-03-07
55,Oscar85,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-02-03
56,Clara47,It did what it promised but I expected more.,3,neutral,Taobao,2026-01-26
56,Ivan52,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-03-02
56,Wendy36,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-01-16
56,Xiao90,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-01-20
56,Wendy87,Works as described. Would buy again.,4,positive,Taobao,2026-03-04
56,Kevin43,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-03-23
57,Julia82,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-03-21
58,Tina81,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-01-22
58,Lena80,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-02-12
58,Wendy46,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-02-09
58,Julia88,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-03-19
58,Emma13,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-04-05
59,Nina82,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-03-19
59,Fiona94,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Shopee,2026-03-23
59,David85,"Decent, but I've used better products at this price point.",3,neutral,Shopee,2026-03-09
59,David66,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-02-17
59,Clara86,Broke out badly after using this. Not for sensitive skin.,1,negative,Shopee,2026-04-06
59,Yuki58,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-03-13
60,Xiao72,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-03-05
60,Emma20,Complete waste of money. No visible effect whatsoever.,1,negative,Facebook Marketplace,2026-04-01
60,Oscar99,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-03-04
60,Oscar75,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-20
60,Marcus55,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-02-01
60,Alice83,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-02-08
60,Ivan62,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-03-23
60,Ben82,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-02-25
61,Marcus70,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-10
61,Yuki78,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-02-26
61,Marcus70,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-01-27
62,Victor19,Five stars without hesitation. My go-to now.,5,positive,JD,2026-03-08
62,Ivan64,The formula feels too heavy for daily use.,2,negative,JD,2026-02-10
62,Clara45,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-02-26
63,Uma66,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-02-02
63,George13,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-03-25
63,Marcus18,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-04-01
63,Rosa67,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-01-13
63,Kevin15,Nice texture and smell. Skin feels hydrated all day.,4,positive,Temu,2026-01-24
63,Uma95,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-03-08
64,Uma48,Allergic reaction after two uses. Returned immediately.,1,negative,JD,2026-03-03
